"num","carat","cut","color","clarity","depth","table","price","x","y","z"
37490,0.35,"Ideal","E","VS2",62.1,56,984,4.53,4.52,2.81
41182,0.4,"Premium","D","VS1",62.1,58,1200,4.73,4.7,2.93
4358,0.83,"Very Good","F","VS1",63.3,56,3603,5.99,5.92,3.77
34064,0.36,"Ideal","D","SI1",62.7,57,851,4.59,4.54,2.86
13388,0.35,"Good","D","SI1",63.3,56,601,4.5,4.53,2.86
21622,1.01,"Premium","E","VVS2",62.4,58,9711,6.42,6.36,3.99
30905,0.31,"Ideal","E","VS2",60.9,57,745,4.36,4.38,2.66
3564,0.93,"Good","F","SI2",59.4,61,3418,6.24,6.25,3.71
13880,1.14,"Ideal","G","SI1",62.2,56,5650,6.69,6.66,4.15
9692,0.32,"Very Good","D","SI1",62.3,55,589,4.38,4.42,2.74
46839,0.51,"Ideal","D","VS1",62.2,55,1810,5.15,5.17,3.21
30855,0.33,"Premium","G","VS2",60,58,743,4.49,4.47,2.69
7267,1.25,"Very Good","H","SI2",63.2,60,4199,6.87,6.81,4.32
15473,1.01,"Very Good","F","VS2",59.1,59,6196,6.58,6.65,3.91
41496,0.41,"Very Good","E","VVS2",59.9,60,1233,4.8,4.82,2.88
22344,1.24,"Ideal","G","VVS2",61.4,58,10395,6.88,6.92,4.24
25525,2,"Very Good","H","SI2",61,57,14340,8.02,8.18,4.94
45564,0.52,"Ideal","E","VS2",61.8,55,1689,5.17,5.19,3.2
31991,0.3,"Premium","F","VS2",62.5,58,776,4.28,4.26,2.67
5562,0.96,"Ideal","G","SI2",61.7,57,3858,6.35,6.3,3.9
24295,1.13,"Premium","F","IF",60,58,12543,6.78,6.76,4.06
35047,0.42,"Ideal","I","VVS1",62.7,55,884,4.77,4.8,3
11751,1.01,"Very Good","E","SI1",63.3,58,5077,6.39,6.37,4.04
21749,1.1,"Ideal","F","VVS2",61.2,56,9817,6.68,6.65,4.08
50344,0.67,"Good","F","VS1",64.4,57,2244,5.55,5.6,3.6
33914,0.3,"Premium","E","VS2",62.2,60,844,4.28,4.24,2.65
41789,0.31,"Premium","D","IF",60.2,59,1248,4.42,4.39,2.65
16767,1.4,"Very Good","I","SI2",62.4,59,6677,7.12,7.17,4.46
34898,0.33,"Ideal","F","VVS1",62.5,54,880,4.43,4.46,2.78
47852,0.77,"Premium","J","SI1",61.8,59,1909,5.82,5.86,3.61
36670,0.32,"Ideal","F","IF",61.2,57,949,4.4,4.42,2.7
27018,2.27,"Premium","J","VS1",62.4,58,17149,8.41,8.36,5.23
20937,1.11,"Ideal","F","VS2",62.2,54,9144,6.62,6.69,4.14
7393,0.33,"Ideal","G","VS2",62.3,57,579,4.4,4.43,2.75
53874,0.8,"Very Good","F","SI1",61.6,59,2745,5.9,5.96,3.65
17033,1.14,"Very Good","G","VS2",63.2,58,6803,6.67,6.63,4.2
40585,0.41,"Premium","E","VS1",60,58,1153,4.83,4.8,2.89
15465,1.2,"Very Good","I","VS1",62.6,59,6192,6.69,6.73,4.2
804,0.91,"Good","I","VS2",64.3,58,2863,6.05,6.09,3.9
7073,0.33,"Ideal","G","VS2",62.5,57,579,4.39,4.41,2.75
22313,1.5,"Fair","G","SI1",64.5,57,10352,7.15,7.09,4.59
27303,2.72,"Ideal","J","SI2",62.1,56,17801,8.97,8.93,5.56
17269,1.05,"Ideal","G","VS2",59.4,59,6914,6.62,6.65,3.94
21298,1.43,"Very Good","D","SI1",63.5,56,9450,7.24,7.09,4.55
43198,0.5,"Premium","F","VS2",61.4,60,1395,5.13,5.17,3.16
5165,0.9,"Very Good","H","SI1",60.8,57,3770,6.22,6.25,3.79
5401,1.01,"Ideal","J","SI1",62.9,56,3818,6.4,6.35,4.01
23960,2.04,"Very Good","J","VS2",59.9,59,12095,8.25,8.32,4.96
45065,0.57,"Good","F","VS2",62.8,62,1642,5.22,5.25,3.29
26255,2,"Good","I","VS1",58.8,65,15708,8.03,8.1,4.74
21323,1.35,"Premium","G","VS2",62.8,59,9471,7.04,7.01,4.41
18037,0.35,"Premium","H","VS1",61.3,59,614,4.54,4.57,2.79
9664,0.9,"Very Good","E","VS2",63,57,4643,6.07,6.15,3.85
23562,1.5,"Ideal","G","SI1",62.8,54,11572,7.31,7.29,4.58
50244,0.75,"Premium","H","SI2",62.3,57,2234,5.79,5.73,3.59
26603,2.07,"Ideal","I","SI2",62,55,16337,8.22,8.12,5.07
12099,1.16,"Premium","F","SI2",62.1,59,5164,6.76,6.71,4.18
10474,1.01,"Fair","F","VS2",66.1,61,4791,6.1,6.04,4.01
49116,0.72,"Very Good","J","VS1",62.8,58,2066,5.71,5.73,3.59
15454,1.3,"Premium","I","SI1",58.1,59,6188,7.19,7.16,4.17
17229,0.97,"Very Good","F","VVS2",58.1,60,6889,6.49,6.53,3.78
23236,1.71,"Premium","I","VS1",60.6,57,11246,7.82,7.73,4.71
40068,0.43,"Premium","G","VS2",59.1,60,1113,4.93,4.88,2.9
23771,2.01,"Very Good","H","SI1",63.1,56,11825,8.05,8,5.06
8363,1.01,"Very Good","E","SI1",61,56,4399,6.47,6.54,3.97
49011,0.57,"Premium","F","SI1",62.1,59,2052,5.31,5.28,3.29
30698,0.4,"Very Good","E","SI1",61.3,61,737,4.73,4.76,2.91
53627,0.35,"Very Good","I","VS1",60.7,62,552,4.53,4.59,2.77
42611,0.32,"Ideal","H","VS2",62.1,56,505,4.37,4.42,2.73
36427,0.31,"Ideal","D","VS2",61.2,55,942,4.39,4.37,2.68
35063,0.3,"Ideal","D","VS1",61.1,57,885,4.34,4.37,2.66
41713,0.56,"Ideal","D","SI2",61.3,56,1243,5.3,5.33,3.26
17972,1.1,"Ideal","H","VVS2",62,56,7267,6.59,6.63,4.1
27244,2.08,"Premium","H","SI1",62.6,59,17617,8.1,8.13,5.08
41978,0.55,"Ideal","F","SI2",62.4,56,1263,5.26,5.22,3.27
20017,0.3,"Very Good","H","SI1",60.8,61,421,4.25,4.3,2.6
43101,0.53,"Premium","I","VS1",62.3,58,1383,5.26,5.18,3.25
8230,1,"Very Good","F","SI2",61.1,61,4372,6.35,6.38,3.89
22479,1.51,"Ideal","H","SI1",62.8,55,10502,7.32,7.29,4.59
31342,0.43,"Very Good","D","SI1",62.9,56,760,4.78,4.83,3.02
26345,0.32,"Ideal","G","VS1",61.8,55,645,4.42,4.45,2.74
52304,0.23,"Ideal","F","VS1",61.4,55,548,3.96,3.99,2.44
49055,0.61,"Very Good","I","IF",60.2,57,2057,5.49,5.58,3.33
16925,1.51,"Premium","I","SI1",62.2,61,6756,7.35,7.27,4.55
22639,1.71,"Premium","H","SI2",62.5,57,10687,7.67,7.62,4.78
21051,0.31,"Premium","F","VS2",59.3,60,625,4.39,4.41,2.61
20319,1.22,"Ideal","F","VS2",62.6,56,8733,6.8,6.78,4.25
37085,0.41,"Premium","E","SI1",60.1,60,969,4.83,4.79,2.89
52215,0.79,"Very Good","G","SI2",62.4,56,2482,5.87,5.92,3.68
17772,1.56,"Premium","I","SI1",61.7,59,7155,7.44,7.38,4.57
30413,0.32,"Premium","G","VVS2",60.2,60,730,4.42,4.45,2.67
32920,0.42,"Very Good","D","SI1",60.8,59,810,4.82,4.85,2.94
36445,0.31,"Ideal","D","VS2",62.1,54,942,4.36,4.34,2.7
36837,0.37,"Premium","H","VVS2",61.3,58,957,4.63,4.6,2.83
5108,0.72,"Ideal","F","VS1",60.7,57,3759,5.79,5.87,3.54
7552,1.01,"Very Good","G","SI2",62,58,4249,6.37,6.41,3.96
6465,1,"Good","F","SI2",61.8,58,4053,6.43,6.48,3.99
22162,1.27,"Premium","G","VVS2",61,58,10203,6.96,7.01,4.26
5736,0.91,"Very Good","G","SI2",63.4,60,3891,6.11,6.06,3.86
9535,1.01,"Very Good","F","SI1",63,58,4619,6.31,6.39,4
13899,0.9,"Ideal","D","SI1",62.4,55,5656,6.15,6.19,3.85
17036,1.35,"Premium","F","SI2",62.8,60,6804,7.08,7,4.42
6260,0.92,"Ideal","E","SI2",62.1,53,4011,6.22,6.25,3.87
15126,1.34,"Ideal","H","VS2",61.2,56,6078,7.09,7.05,4.33
32882,0.4,"Ideal","J","VS1",62.6,55,810,4.75,4.71,2.96
17687,1.06,"Premium","G","VS1",62,58,7130,6.56,6.51,4.05
17238,1.42,"Very Good","I","VS1",60.1,65,6894,7.28,7.2,4.35
48500,0.7,"Fair","H","VS2",64.9,56,1981,5.49,5.51,3.57
43861,0.6,"Premium","D","SI2",62.3,59,1449,5.41,5.31,3.34
22412,1.23,"Very Good","G","VVS1",61.3,57,10435,6.88,6.96,4.24
12925,1.18,"Ideal","I","SI1",61.5,56,5378,6.77,6.82,4.18
53368,0.7,"Premium","E","SI1",58.6,60,2657,5.78,5.75,3.38
41626,0.29,"Ideal","F","VS2",61.6,56,504,4.28,4.32,2.65
34891,0.35,"Premium","F","VS2",60.9,57,879,4.58,4.55,2.78
40469,0.32,"Ideal","D","VVS1",61.7,55,1140,4.44,4.41,2.73
35817,0.31,"Ideal","F","IF",62.3,54,914,4.37,4.39,2.73
30820,0.33,"Premium","E","SI1",59.1,58,743,4.56,4.51,2.68
26134,2.2,"Very Good","I","SI2",60.2,60,15424,8.42,8.49,5.09
8513,1.16,"Ideal","G","SI2",61.3,55,4425,6.79,6.84,4.18
30262,0.4,"Ideal","H","VS2",61.4,55,725,4.76,4.78,2.93
36008,0.31,"Ideal","F","IF",61.2,56,921,4.37,4.42,2.69
26329,2.01,"Premium","J","VVS1",62.2,58,15836,8.1,7.89,5
44617,0.53,"Ideal","G","VS2",60.1,54,1607,5.31,5.3,3.19
8676,1.11,"Good","H","SI2",63.5,60.3,4456,6.49,6.58,4.15
9650,1.12,"Premium","H","SI1",61.2,59,4641,6.69,6.65,4.08
13090,1.28,"Ideal","I","SI2",61.7,59,5419,6.96,6.92,4.28
27558,1.83,"Very Good","G","VS2",60.5,59,18358,7.89,7.99,4.8
35774,0.4,"Premium","E","VS2",62.2,59,912,4.71,4.74,2.94
30980,0.37,"Very Good","F","VS2",61.2,60,746,4.59,4.63,2.82
34366,0.41,"Ideal","E","VS1",62.3,53,863,4.74,4.76,2.96
46043,0.5,"Very Good","G","VVS2",61.3,57,1729,5.12,5.15,3.15
33544,0.35,"Ideal","E","VS1",61.9,56,829,4.51,4.53,2.8
11231,1.02,"Very Good","G","SI1",62.8,57,4964,6.35,6.38,4
18806,1.51,"Good","G","SI2",63.7,57,7695,7.28,7.21,4.62
5484,0.7,"Ideal","D","VS1",62.3,55,3840,5.64,5.68,3.53
47269,0.7,"Premium","J","VVS1",60.9,58,1844,5.74,5.79,3.51
38473,0.38,"Very Good","G","VS1",60.7,55,1031,4.71,4.74,2.87
16021,0.3,"Premium","I","VS1",60.3,58,608,4.34,4.32,2.61
21121,1.51,"Very Good","I","SI1",61.6,58,9283,7.35,7.3,4.51
45764,0.5,"Very Good","H","IF",61.3,60,1706,5.08,5.17,3.14
3537,0.72,"Ideal","E","SI1",60.8,57,3409,5.77,5.8,3.52
44075,0.56,"Premium","E","VS2",61.1,59,1552,5.27,5.34,3.24
27215,1.57,"Ideal","E","VS2",60.5,57,17548,7.53,7.57,4.57
13004,1.07,"Ideal","F","SI2",61.6,57,5405,6.56,6.53,4.03
25226,2.14,"Fair","F","SI2",64.8,60,13825,8.11,8,5.22
49100,0.64,"Fair","F","VS2",57,62.5,2063,5.67,5.78,3.26
30125,0.32,"Ideal","G","VS2",62,57,720,4.4,4.37,2.72
7758,1.13,"Very Good","F","SI2",62.3,59,4282,6.65,6.68,4.15
20216,1.17,"Ideal","F","VS1",62.2,56,8648,6.74,6.77,4.2
48305,0.27,"Ideal","I","VS2",62.1,56,534,4.14,4.18,2.58
50062,0.71,"Very Good","I","VS1",63.1,57,2202,5.68,5.58,3.55
39570,0.44,"Ideal","G","VVS2",61.8,56,1081,4.9,4.94,3.04
972,0.75,"Ideal","F","VS2",62.5,57,2893,5.78,5.83,3.63
48567,0.72,"Premium","I","VS2",61.1,61,1991,5.79,5.74,3.52
5200,0.9,"Good","F","SI1",62.9,57,3780,6.08,6.13,3.84
17189,1.02,"Fair","F","VVS2",64.8,58,6863,6.22,6.28,4.05
9333,0.9,"Good","E","VS2",63.1,58,4580,6.11,6.15,3.87
35662,0.31,"Very Good","G","VVS2",63.4,59,907,4.29,4.26,2.71
47779,0.6,"Premium","D","SI1",60.4,60,1896,5.44,5.48,3.3
16421,1.07,"Ideal","G","VS2",62.3,57,6558,6.58,6.54,4.09
11259,1.11,"Ideal","E","SI2",61.2,57,4969,6.7,6.74,4.11
21162,1.23,"Premium","F","VS1",61.3,60,9319,6.9,6.94,4.24
27316,2,"Premium","D","SI2",61.6,59,17835,8.2,8.09,5.02
11046,0.25,"Ideal","F","VS1",61.8,56,595,4.07,4.09,2.52
24616,1.39,"Ideal","G","IF",60.6,55,12943,7.21,7.27,4.39
39094,0.41,"Very Good","J","IF",63.5,54,1061,4.75,4.7,3
12694,0.4,"Ideal","J","VS2",62.6,57,599,4.68,4.71,2.94
51792,0.7,"Very Good","I","VVS2",63.3,55,2415,5.67,5.61,3.57
16623,1.07,"Premium","G","VS2",62.9,59,6644,6.52,6.49,4.09
10734,0.33,"Premium","I","VS2",62,60,594,4.46,4.41,2.75
46674,0.59,"Premium","G","VS2",61.1,57,1789,5.43,5.4,3.31
27819,0.34,"Premium","G","SI1",59.7,59,650,4.54,4.5,2.7
8899,1.31,"Premium","J","SI1",60.3,62,4490,7.12,7.04,4.26
39458,0.39,"Ideal","G","VS1",62,55,1077,4.71,4.66,2.9
49549,0.71,"Very Good","F","SI2",59.5,58,2129,5.82,5.87,3.48
3711,0.7,"Ideal","G","VS2",61.6,56,3451,5.7,5.73,3.52
5486,0.9,"Very Good","G","SI1",62,58,3841,6.14,6.18,3.82
38876,0.4,"Ideal","D","VS2",61.3,57,1050,4.77,4.75,2.92
48105,0.5,"Premium","G","VVS2",61.6,60,1935,5.13,5.1,3.15
46580,0.72,"Premium","J","SI1",62,58,1785,5.74,5.77,3.57
29825,0.31,"Very Good","E","VVS2",61.5,55,710,4.37,4.41,2.7
42836,0.41,"Premium","F","VVS1",58.9,58,1356,4.87,4.84,2.86
11955,1.03,"Premium","H","SI1",59.5,58,5134,6.64,6.58,3.93
16367,0.33,"Very Good","D","SI1",60,59,608,4.47,4.5,2.69
843,0.79,"Premium","E","SI2",61,58,2868,5.96,5.9,3.62
37836,0.33,"Ideal","D","VS2",61.9,53,1002,4.49,4.46,2.77
6205,1.19,"Premium","H","SI2",61.5,58,3998,6.88,6.78,4.2
5444,0.9,"Very Good","E","SI1",63.2,57,3830,6.15,6.12,3.88
31379,0.31,"Premium","H","IF",60.4,58,761,4.41,4.43,2.67
37208,0.34,"Ideal","G","IF",61,55,974,4.51,4.54,2.76
14536,1.2,"Very Good","H","SI1",62.4,57,5868,6.76,6.8,4.23
46584,0.55,"Ideal","G","VS1",61.6,55,1786,5.29,5.32,3.27
34913,0.34,"Ideal","F","VS2",61,57,880,4.5,4.48,2.74
34889,0.31,"Ideal","D","VS2",59.4,57,879,4.5,4.45,2.66
14792,1.05,"Premium","E","SI1",62.5,59,5951,6.5,6.43,4.04
34890,0.35,"Premium","F","VS2",60.4,59,879,4.57,4.54,2.75
15452,1.26,"Ideal","J","VVS1",61.4,60,6186,6.92,6.95,4.26
341,0.71,"Very Good","G","VS1",63.5,55,2803,5.66,5.64,3.59
1559,0.7,"Ideal","H","VS1",61.7,55,3004,5.69,5.72,3.52
53151,0.7,"Ideal","I","SI1",61.6,56,2623,5.69,5.71,3.51
40781,0.31,"Premium","D","IF",60.2,59,1167,4.39,4.42,2.65
33128,0.31,"Ideal","E","VVS2",61.7,56,816,4.33,4.36,2.68
39244,0.51,"Very Good","I","VS2",60.3,63,1068,5.16,5.13,3.1
7638,1.06,"Very Good","I","SI1",60.4,59,4267,6.56,6.61,3.98
14630,1.03,"Premium","E","VS2",61.3,61,5906,6.53,6.46,3.98
30794,0.3,"Ideal","E","VVS2",62.4,54,742,4.31,4.34,2.7
13830,1.25,"Very Good","H","SI2",61.6,54,5637,6.85,6.95,4.25
39485,0.41,"Premium","E","VS1",59.9,58,1079,4.83,4.88,2.91
49860,0.77,"Premium","E","SI2",62.5,60,2171,5.84,5.8,3.64
40253,0.52,"Ideal","I","SI2",61.9,55,1125,5.17,5.23,3.22
15962,1.22,"Very Good","H","SI1",63.5,55,6387,6.78,6.73,4.29
9098,1.01,"Fair","E","VS2",66.6,55,4525,6.27,6.2,4.15
4012,0.9,"Very Good","F","SI2",62.3,58,3519,6.16,6.19,3.85
1072,0.31,"Very Good","I","VS2",63.1,54,558,4.34,4.31,2.73
21256,1.6,"Ideal","I","SI1",62.4,53.5,9407,7.45,7.5,4.66
31775,0.32,"Ideal","F","VS2",63,57,773,4.37,4.33,2.74
9572,1,"Premium","D","SI2",62.2,61,4626,6.36,6.3,3.94
34411,0.3,"Ideal","G","IF",62.3,56,863,4.31,4.32,2.69
10505,1,"Very Good","F","SI1",63.3,61,4798,6.31,6.29,3.99
13814,1.25,"Very Good","J","VS1",60.4,60,5628,6.99,7.08,4.25
7573,1.05,"Ideal","J","SI1",62.3,56,4253,6.47,6.5,4.04
8933,1.01,"Premium","F","SI2",61.6,58,4497,6.4,6.39,3.94
29076,0.4,"Ideal","F","SI2",61.8,53,688,4.77,4.74,2.94
1646,0.7,"Premium","F","VVS2",62.5,59,3018,5.68,5.61,3.53
14711,0.3,"Ideal","F","VS2",61.6,57,605,4.28,4.32,2.65
15461,1.33,"Ideal","J","VS1",62.4,55,6190,7.02,7.05,4.39
45204,0.51,"Premium","G","VS1",61.1,58,1656,5.12,5.19,3.15
22579,2.63,"Premium","J","I1",62.3,61,10628,8.81,8.76,5.47
26107,2.01,"Good","I","SI1",62.2,61,15371,7.94,8.01,4.96
14130,0.93,"Premium","F","SI1",62.3,59,5729,6.25,6.21,3.88
22792,1.51,"Premium","I","VVS2",61.1,60,10817,7.36,7.33,4.49
9022,1,"Premium","H","VS2",58.4,60,4514,6.36,6.3,3.7
20111,1.5,"Premium","I","SI1",61.8,58,8580,7.26,7.3,4.5
37880,0.43,"Ideal","G","VS1",61.6,55.1,1005,4.85,4.89,3
21515,1.5,"Very Good","I","VS2",62.2,59,9611,7.34,7.3,4.55
1923,0.71,"Premium","F","VS1",58.6,62,3082,5.88,5.82,3.43
26659,2.12,"Ideal","H","SI2",62.4,57,16466,8.19,8.16,5.1
12590,1.11,"Premium","F","SI2",62.2,57,5284,6.67,6.61,4.13
51227,0.7,"Premium","G","SI1",59,62,2352,5.77,5.75,3.4
42644,0.5,"Fair","H","VS2",56.3,65,1332,5.24,5.21,2.94
50489,0.7,"Premium","F","SI1",62.5,62,2268,5.63,5.57,3.5
28959,0.25,"Premium","E","VS1",60.7,59,435,4.11,4.13,2.5
44845,0.52,"Ideal","F","VS2",61.1,56,1625,5.19,5.23,3.18
14981,1.03,"Very Good","G","VS2",62.1,57,6036,6.41,6.48,4
26530,2.11,"Very Good","G","SI2",62.2,60,16188,8.15,8.19,5.08
40865,0.52,"Very Good","H","SI1",59.3,59,1175,5.25,5.28,3.12
47434,0.57,"Ideal","E","VS2",62.5,56,1853,5.3,5.33,3.32
9986,1.26,"Ideal","I","SI2",59.6,57,4704,7.04,7.01,4.19
39615,0.3,"Ideal","G","VS2",60.8,57,491,4.33,4.38,2.65
23650,1.73,"Ideal","H","SI1",62.7,56,11688,7.62,7.67,4.79
13677,1.02,"Very Good","H","VS1",62.8,59,5598,6.34,6.47,4.02
52825,0.75,"Premium","F","SI1",61.7,58,2573,5.85,5.88,3.62
38298,0.28,"Good","F","VS1",58.3,58,487,4.33,4.35,2.53
36843,0.37,"Premium","F","VS2",59.7,59,957,4.68,4.64,2.78
6143,0.9,"Good","H","VS2",63.1,60,3989,6.08,6.12,3.85
3234,0.73,"Very Good","E","VS1",62.1,60,3353,5.71,5.79,3.57
29687,0.4,"Very Good","F","SI1",61.5,60,707,4.77,4.7,2.91
43185,0.54,"Very Good","G","SI1",63.2,58,1392,5.15,5.16,3.26
32678,0.31,"Premium","G","VS1",62.2,56,802,4.36,4.32,2.7
10687,1,"Good","F","SI1",63.8,57,4844,6.21,6.29,3.99
17332,1.16,"Ideal","H","VS2",62.1,57,6954,6.7,6.73,4.17
32123,0.47,"Ideal","G","SI2",61.3,56,784,4.98,5.01,3.06
15999,1.22,"Ideal","F","SI2",62.5,56.2,6401,6.81,6.85,4.27
24441,1.72,"Premium","H","SI1",62.4,62,12696,7.63,7.52,4.73
26489,2.01,"Good","F","SI2",64.1,57,16085,7.78,7.82,5
20269,1.21,"Ideal","F","VS2",62.4,59,8691,6.82,6.77,4.24
16759,1.2,"Very Good","H","VVS1",63.3,56,6672,6.75,6.7,4.26
47569,0.51,"Ideal","G","VVS2",61.9,55,1875,5.15,5.19,3.2
7942,0.84,"Premium","E","VS1",59.7,59,4318,6.16,6.13,3.67
12990,1.22,"Very Good","E","SI1",63.4,56,5397,6.79,6.76,4.29
26574,2,"Very Good","H","SI1",60.9,58,16280,8.07,8.15,4.94
28510,0.3,"Premium","F","VS2",58.8,60,673,4.41,4.37,2.58
26439,2.01,"Good","G","SI2",63.6,59,15977,8,7.95,5.07
45810,0.51,"Ideal","F","VS2",62.3,56,1711,5.12,5.08,3.18
7138,1.13,"Fair","F","SI2",64.4,56,4176,6.58,6.52,4.22
42239,0.54,"Good","G","SI1",63.2,56,1292,5.16,5.19,3.27
44873,0.52,"Very Good","G","VS1",62.3,58,1629,5.14,5.17,3.21
32128,0.41,"Very Good","J","VS2",63.4,56,784,4.73,4.7,2.99
30361,0.36,"Premium","H","VS2",61,60,729,4.6,4.55,2.79
17253,1.52,"Fair","I","SI2",64.7,58,6905,7.19,7.22,4.66
18547,1.5,"Premium","E","SI2",61.1,58,7560,7.34,7.31,4.47
20457,1.24,"Ideal","G","VS2",62,56,8797,6.87,6.9,4.27
32543,0.27,"Ideal","E","VVS2",62,55,799,4.14,4.12,2.56
248,1.05,"Very Good","J","SI2",63.2,56,2789,6.49,6.45,4.09
9845,1.01,"Premium","I","VS2",62.5,58,4676,6.44,6.39,4.01
1546,0.83,"Very Good","E","SI1",62.1,58,3002,6.01,6.04,3.74
20615,1.27,"Ideal","G","VS2",62,58,8915,6.89,6.95,4.29
29941,0.31,"Ideal","G","SI1",61.3,58,443,4.37,4.4,2.69
49543,0.63,"Very Good","H","VVS1",62,57,2127,5.47,5.5,3.4
3507,0.76,"Ideal","E","SI1",61.2,56,3401,5.88,5.91,3.61
12197,1.08,"Ideal","E","SI1",62.6,57,5189,6.56,6.53,4.1
7666,1.01,"Very Good","E","SI2",63.3,57,4270,6.39,6.31,4.02
25899,1.24,"Ideal","F","VVS1",61.2,55,15026,6.94,6.98,4.26
53433,0.74,"Premium","F","SI1",61.4,59,2671,5.82,5.81,3.57
29812,0.3,"Ideal","D","SI1",62.2,56,709,4.3,4.25,2.66
52671,0.7,"Premium","D","SI1",62.6,58,2550,5.67,5.6,3.53
5143,1.22,"Fair","G","SI2",64.7,61,3763,6.75,6.68,4.34
47484,0.6,"Good","E","SI1",62.7,60.1,1863,5.31,5.36,3.35
26955,2.01,"Very Good","E","SI2",62,61,17024,8.04,8.1,5
3994,0.71,"Ideal","F","VS2",61.8,55,3516,5.74,5.76,3.55
2347,1.03,"Ideal","H","I1",61.5,57,3172,6.48,6.52,4
18782,1.04,"Very Good","D","VS2",63.1,54,7679,6.44,6.53,4.09
21023,1.51,"Ideal","I","VS2",62.6,56,9234,7.32,7.27,4.57
10527,1,"Good","G","VS1",63.7,60,4805,6.38,6.31,4.04
35120,0.42,"Ideal","F","SI1",61.6,56,886,4.83,4.81,2.97
20670,1.06,"Ideal","F","VVS2",62.1,57,8954,6.5,6.54,4.05
21403,1.14,"Ideal","E","VS2",62.4,55,9516,6.71,6.64,4.17
21189,1.61,"Ideal","H","SI1",62.3,56,9341,7.51,7.47,4.67
23438,1.23,"Premium","F","VVS2",61.6,59,11430,6.8,6.9,4.22
21126,1.52,"Very Good","I","SI1",59.9,60,9290,7.46,7.49,4.48
33410,0.28,"Premium","E","VVS1",61.1,60,828,4.21,4.17,2.56
47364,0.54,"Ideal","H","VVS1",60.4,55,1846,5.27,5.32,3.2
5906,0.83,"Ideal","D","SI1",61.5,53,3933,6.09,6.07,3.74
6681,1.11,"Ideal","J","SI2",62.6,54,4101,6.61,6.64,4.15
45880,0.57,"Ideal","D","VS2",60.3,57,1718,5.42,5.4,3.26
13025,0.26,"Very Good","H","VVS2",63.3,58,600,4.08,4.04,2.57
45066,0.51,"Premium","D","SI1",61.9,60,1642,5.15,5.12,3.18
15867,2.02,"Fair","G","I1",65.6,57,6346,7.87,7.8,5.15
47034,0.55,"Ideal","F","VS2",61.7,56,1819,5.3,5.26,3.26
36964,0.41,"Premium","G","VS1",62.1,60,961,4.78,4.72,2.95
31012,0.35,"Premium","F","SI1",62.3,58,748,4.53,4.49,2.81
6453,1.14,"Very Good","F","I1",61.3,55.8,4050,6.74,6.76,4.13
41692,0.54,"Premium","F","SI2",60,60,1240,5.27,5.22,3.24
30607,0.34,"Good","F","SI2",63.5,56,447,4.44,4.48,2.83
16945,1.28,"Very Good","H","SI2",60.4,61,6766,7.08,7.03,4.26
52868,0.73,"Ideal","E","SI2",61.2,54,2581,5.88,5.86,3.59
21433,1.76,"Ideal","I","SI2",61.2,55,9540,7.76,7.79,4.76
33710,0.34,"Ideal","D","VS1",61.1,55,838,4.52,4.55,2.77
52477,0.71,"Very Good","D","SI2",60.2,58,2519,5.76,5.8,3.48
34355,0.37,"Very Good","F","VS1",58.6,65,863,4.68,4.71,2.75
47685,0.56,"Premium","E","VS1",60.1,61,1882,5.38,5.31,3.21
40936,0.26,"Good","F","VS1",63.1,57,499,4.04,4.07,2.56
24165,1.88,"Very Good","H","VS2",63.1,55,12339,7.86,7.81,4.94
43084,0.54,"Very Good","E","SI1",62.1,59,1379,5.17,5.2,3.22
34306,0.37,"Ideal","E","VS1",61.6,54,858,4.6,4.65,2.86
5886,0.76,"Ideal","G","VVS2",62,56,3927,5.86,5.88,3.64
50490,0.7,"Premium","I","VS2",60.8,59,2268,5.71,5.68,3.46
13903,1.05,"Very Good","H","VS1",63.3,57,5657,6.45,6.4,4.07
13059,1.01,"Very Good","E","SI1",62.8,57,5411,6.35,6.39,4
51243,0.7,"Premium","F","SI1",61.5,57,2354,5.74,5.68,3.51
15688,1.3,"Very Good","I","VS2",62.7,57,6290,6.88,6.9,4.32
30985,0.37,"Premium","G","VS1",61.4,58,746,4.58,4.61,2.82
36742,0.32,"Ideal","E","VVS1",61.6,56,954,4.41,4.42,2.72
7525,1.01,"Premium","G","SI2",59.1,59,4242,6.55,6.51,3.86
43331,0.4,"Very Good","F","IF",62.8,57,1404,4.65,4.68,2.93
14868,1.01,"Good","H","VVS2",63.3,57,5988,6.35,6.39,4.03
51796,0.7,"Premium","E","VS2",63,61,2415,5.64,5.51,3.51
16016,1.01,"Good","G","VS1",59.2,63,6407,6.5,6.48,3.84
42566,0.42,"Ideal","E","VVS1",62,55,1327,4.81,4.83,2.99
44291,0.52,"Premium","G","VS2",62.1,58,1577,5.18,5.15,3.21
38512,0.44,"Ideal","G","SI1",61.7,55,1032,4.88,4.91,3.02
34191,0.33,"Ideal","F","VS2",61.2,54,854,4.49,4.47,2.74
14802,1.02,"Premium","E","SI1",61.4,58,5956,6.48,6.45,3.97
31480,0.34,"Premium","H","VS1",60.6,60,765,4.49,4.45,2.71
3723,0.36,"Ideal","I","VS1",60.5,57,568,4.56,4.59,2.77
7765,1.11,"Premium","F","SI2",62.1,58,4283,6.63,6.51,4.1
19038,0.3,"Ideal","F","VS1",61.6,54,621,4.32,4.35,2.67
